ambiguous_fraction,drawer_contradiction_median,drawer_preferred_fraction,drawer_support_median,drawer_support_p25,drawer_supported_frames,evidence_margin,high_confidence_drawer,label,original_frame_id,proposal_id,q_span_used_m,reason,sampled_points,seed_overlap_ratio,source_layer,static_contradiction_median,static_preferred_fraction,static_support_median,static_support_p25,static_supported_frames,target_frame_count,valid_pixels
0.4041666666666667,1.0,0.1825,0.0,0.0,4,0.0,False,unknown,177,frame_177_layer_24,0.3002295680213606,unknown_ambiguous,1200,0.0,24,1.0,0.41333333333333333,0.0,0.0,5,28,3262
0.8975,0.9446307117539994,0.065,0.05536928824600057,0.029166666666666667,4,-0.021872260946422584,False,unknown,177,frame_177_layer_25,0.3002295680213606,unknown_seed_geometry_conflict,1200,0.998567335243553,25,0.9336945812807882,0.0375,0.06630541871921183,0.05272211232476133,3,28,2792
0.8191666666666667,1.0,0.07666666666666666,0.0,0.0,1,0.0,False,unknown,177,frame_177_layer_28,0.3002295680213606,unknown_ambiguous,1200,0.0,28,1.0,0.10416666666666667,0.0,0.0,1,28,5814
0.4041666666666667,1.0,0.1825,0.0,0.0,4,0.0,False,unknown,178,frame_178_layer_24,0.3002295680213606,unknown_ambiguous,1200,0.0,24,1.0,0.41333333333333333,0.0,0.0,5,28,2995
0.9208333333333333,0.9383590547383651,0.04583333333333333,0.061640945261634925,0.04298922539312755,4,0.011163320340183414,False,unknown,178,frame_178_layer_25,0.3002295680213606,unknown_seed_geometry_conflict,1200,0.9972222222222222,25,0.9439407149084569,0.03333333333333333,0.05605928509154316,0.045791366906474826,3,28,2880
0.7733333333333333,1.0,0.1125,0.0,0.0,1,0.0,False,unknown,178,frame_178_layer_28,0.3002295680213606,unknown_ambiguous,1200,0.0,28,1.0,0.11416666666666667,0.0,0.0,1,28,5813
0.37666666666666665,1.0,0.19833333333333333,0.0,0.0,2,0.0,False,unknown,179,frame_179_layer_24,0.3002295680213606,unknown_ambiguous,1200,0.0,24,1.0,0.425,0.0,0.0,4,28,2836
0.9025,0.9371183834834176,0.06583333333333333,0.06288161651658247,0.03899280575539568,4,-0.009085251815319939,False,unknown,179,frame_179_layer_25,0.3002295680213606,unknown_seed_geometry_conflict,1200,0.9989820156090939,25,0.9325757575757576,0.03166666666666667,0.06742424242424241,0.054073902288188,3,28,2947
0.7816666666666666,1.0,0.08166666666666667,0.0,0.0,1,0.0,False,unknown,179,frame_179_layer_28,0.3002295680213606,unknown_ambiguous,1200,0.0,28,1.0,0.13666666666666666,0.0,0.0,1,28,5751
0.4166666666666667,1.0,0.12583333333333332,0.0,0.0,0,0.0,False,unknown,180,frame_180_layer_24,0.3002295680213606,unknown_ambiguous,1200,0.0,24,1.0,0.4575,0.0,0.0,4,28,2789
0.9016666666666666,0.9460715583943502,0.0625,0.05392844160564989,0.0417425040712712,4,-0.03449064268053004,False,unknown,180,frame_180_layer_25,0.3002295680213606,unknown_seed_geometry_conflict,1200,0.9946452476572959,25,0.9288262370540852,0.035833333333333335,0.07117376294591485,0.053011008872822875,2,28,2988
0.7983333333333333,1.0,0.09666666666666666,0.0,0.0,1,0.0,False,unknown,180,frame_180_layer_28,0.3002295680213606,unknown_ambiguous,1200,0.0,28,1.0,0.105,0.0,0.0,1,28,5746
0.6041666666666666,1.0,0.02,0.0,0.0,0,0.0,False,unknown,181,frame_181_layer_24,0.30003667393090827,unknown_ambiguous,1200,0.0,24,1.0,0.37583333333333335,0.0,0.0,0,27,2615
0.9183333333333333,0.9493670886075949,0.051666666666666666,0.05063291139240506,0.04008775428799362,2,-0.04159132007233257,False,unknown,181,frame_181_layer_25,0.30003667393090827,unknown_seed_geometry_conflict,1200,0.9977011494252873,25,0.9285714285714286,0.03,0.07142857142857142,0.06020134228187919,1,27,3045
